øâäúãÿþÔ¤YChargåVoltage_V,Charge_Percentage,Threshold_50pct
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):0.48,Charge(%):9.68,MidPoint:50
Voltage(V):1.51,Charge(%):30.11,MidPoint:50
Voltage(V):1.58,Charge(%):31.67,MidPoint:50
Voltage(V):1.66,Charge(%):33.24,MidPoint:50
Voltage(V):1.70,Charge(%):34.02,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.74,Charge(%):34.80,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.74,Charge(%):34.80,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.74,Charge(%):34.90,MidPoint:50
Voltage(V):1.74,Charge(%):34.90,MidPoint:50
Voltage(V):1.74,Charge(%):34.80,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.74,Charge(%):34.80,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.74,Charge(%):34.80,MidPoint:50
Voltage(V):1.74,Charge(%):34.80,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.74,Charge(%):34.80,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):0.44,Charge(%):8.80,MidPoint:50
Voltage(V):1.50,Charge(%):30.01,MidPoint:50
Voltage(V):1.57,Charge(%):31.38,MidPoint:50
Voltage(V):1.64,Charge(%):32.84,MidPoint:50
Voltage(V):1.66,Charge(%):33.24,MidPoint:50
Voltage(V):1.69,Charge(%):33.82,MidPoint:50
Voltage(V):1.71,Charge(%):34.12,MidPoint:50
Voltage(V):1.70,Charge(%):34.02,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.71,Charge(%):34.12,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.70,Charge(%):34.02,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.74,Charge(%):34.80,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.74,Charge(%):34.70,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.70,Charge(%):34.02,MidPoint:50
Voltage(V):1.68,Charge(%):33.53,MidPoint:50
Voltage(V):1.68,Charge(%):33.53,MidPoint:50
Voltage(V):1.68,Charge(%):33.63,MidPoint:50
Voltage(V):1.69,Charge(%):33.72,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.72,Charge(%):34.31,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.70,Charge(%):34.02,MidPoint:50
Voltage(V):1.72,Charge(%):34.41,MidPoint:50
Voltage(V):1.74,Charge(%):34.90,MidPoint:50
Voltage(V):1.76,Charge(%):35.29,MidPoint:50
Voltage(V):1.78,Charge(%):35.58,MidPoint:50
Voltage(V):1.79,Charge(%):35.87,MidPoint:50
Voltage(V):1.87,Charge(%):37.34,MidPoint:50
Voltage(V):2.55,Charge(%):50.93,MidPoint:50
Voltage(V):4.77,Charge(%):95.41,MidPoint:50
Voltage(V):4.85,Charge(%):97.07,MidPoint:50
Voltage(V):4.92,Charge(%):98.34,MidPoint:50
Voltage(V):4.99,Charge(%):99.80,MidPoint:50
Voltage(V):2.42,Charge(%):48.48,MidPoint:50
Voltage(V):4.97,Charge(%):99.41,MidPoint:50
Voltage(V):5.00,Charge(%):99.90,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):2.58,Charge(%):51.61,MidPoint:50
Voltage(V):4.95,Charge(%):98.92,MidPoint:50
Voltage(V):4.97,Charge(%):99.32,MidPoint:50
Voltage(V):5.00,Charge(%):99.90,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):4.96,Charge(%):99.22,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):4.98,Charge(%):99.61,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):4.98,Charge(%):99.61,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):4.98,Charge(%):99.61,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):4.97,Charge(%):99.32,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):4.90,Charge(%):98.04,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):4.98,Charge(%):99.61,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):4.98,Charge(%):99.61,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):5.00,Charge(%):99.90,MidPoint:50
Voltage(V):5.00,Charge(%):100.00,MidPoint:50
Voltage(V):4.94,Charge(%):98.83,MidPoint:50
Voltage(V):4.08,Charge(%):81.62,MidPoint:50
Voltage(V):4.11,Charge(%):82.21,MidPoint:50
Voltage(V):4.28,Charge(%):85.53,MidPoint:50
Voltage(V):4.41,Charge(%):88.27,MidPoint:50
Voltage(V):4.43,Charge(%):88.66,MidPoint:50
Voltage(V):4.59,Charge(%):91.79,MidPoint:50
Voltage(V):4.65,Charge(%):92.96,MidPoint:50
Voltage(V):4.65,Charge(%):92.96,MidPoint:50
Voltage(V):4.66,Charge(%):93.16,MidPoint:50
Voltage(V):4.67,Charge(%):93.45,MidPoint:50
Voltage(V):4.68,Charge(%):93.55,MidPoint:50
Voltage(V):4.68,Charge(%):93.65,MidPoint:50
Voltage(V):4.71,Charge(%):94.13,MidPoint:50
Voltage(V):4.69,Charge(%):93.84,MidPoint:50
Voltage(V):4.69,Charge(%):93.74,MidPoint:50
Voltage(V):4.70,Charge(%):93.94,MidPoint:50
Voltage(V):4.71,Charge(%):94.23,MidPoint:50
Voltage(V):4.71,Charge(%):94.23,MidPoint:50
Voltage(V):4.67,Charge(%):93.35,MidPoint:50
Voltage(V):4.66,Charge(%):93.16,MidPoint:50
Voltage(V):4.66,Charge(%):93.16,MidPoint:50
Voltage(V):4.65,Charge(%):93.06,MidPoint:50
Voltage(V):4.65,Charge(%):93.06,MidPoint:50
Voltage(V):0.50,Charge(%):10.07,MidPoint:50
Voltage(V):1.68,Charge(%):33.53,MidPoint:50
Voltage(V):1.76,Charge(%):35.29,MidPoint:50
Voltage(V):1.85,Charge(%):36.95,MidPoint:50
Voltage(V):1.87,Charge(%):37.44,MidPoint:50
Voltage(V):1.90,Charge(%):37.93,MidPoint:50
Voltage(V):1.92,Charge(%):38.32,MidPoint:50
Voltage(V):1.90,Charge(%):38.03,MidPoint:50
Voltage(V):1.91,Charge(%):38.22,MidPoint:50
Voltage(V):1.91,Charge(%):38.12,MidPoint:50
Voltage(V):1.88,Charge(%):37.54,MidPoint:50
Voltage(V):1.86,Charge(%):37.15,MidPoint:50
Voltage(V):1.86,Charge(%):37.15,MidPoint:50
Voltage(V):1.84,Charge(%):36.85,MidPoint:50
Voltage(V):1.79,Charge(%):35.87,MidPoint:50
Voltage(V):1.77,Charge(%):35.48,MidPoint:50
Voltage(V):1.75,Charge(%):35.09,MidPoint:50
Voltage(V):1.73,Charge(%):34.60,MidPoint:50
Voltage(V):1.73,Charge(%):34.51,MidPoint:50
Voltage(V):1.71,Charge(%):34.21,MidPoint:50
Voltage(V):1.70,Charge(%):33.92,MidPoint:50
Voltage(V):1.70,Charge(%):33.92,MidPoint:50
Voltage(V):1.69,Charge(%):33.82,MidPoint:50
Voltage(V):1.68,Charge(%):33.63,MidPoint:50
Voltage(V):1.68,Charge(%):33.53,MidPoint:50
Voltage(V):1.67,Charge(%):33.43,MidPoint:50
Voltage(V):1.65,Charge(%):33.04,MidPoint:50
Voltage(V):1.65,Charge(%):32.94,MidPoint:50
Voltage(V):1.65,Charge(%):33.04,MidPoint:50
Voltage(V):1.65,Charge(%):32.94,MidPoint:50
Voltage(V):1.63,Charge(%):32.55,MidPoint:50
Voltage(V):1.63,Charge(%):32.65,MidPoint:50
Voltage(V):1.64,Charge(%):32.75,MidPoint:50
Voltage(V):1.62,Charge(%):32.45,MidPoint:50
Voltage(V):1.62,Charge(%):32.36,MidPoint:50
Voltage(V):1.60,Charge(%):31.96,MidPoint:50
Voltage(V):1.58,Charge(%):31.67,MidPoint:50
Voltage(V):1.58,Charge(%):31.57,MidPoint:50
Voltage(V):1.59,Charge(%):31.77,MidPoint:50
Voltage(V):1.59,Charge(%):31.87,MidPoint:50
Voltage(V):1.58,Charge(%):31.67,MidPoint:50
Voltage(V):1.56,Charge(%):31.28,MidPoint:50
Voltage(V):1.57,Charge(%):31.38,MidPoint:50
Voltage(V):1.54,Charge(%):30.89,MidPoint:50
Voltage(V):1.56,Charge(%):31.18,MidPoint:50
Voltage(V):1.56,Charge(%):31.28,MidPoint:50
Voltage(V):1.54,Charge(%):30.89,MidPoint:50
Voltage(V):1.54,Charge(%):30.89,MidPoint:50
Voltage(V):1.54,Charge(%):30.89,MidPoint:50
Voltage(V):1.55,Charge(%):30.99,MidPoint:50
Voltage(V):1.54,Charge(%):30.89,MidPoint:50
Voltage(V):1.53,Charge(%):30.69,MidPoint:50
Voltage(V):1.53,Charge(%):30.69,MidPoint:50
Voltage(V):1.55,Charge(%):30.99,MidPoint:50
Voltage(V):1.55,Charge(%):30.99,MidPoint:50
Voltage(V):1.55,Charge(%):31.09,MidPoint:50
Voltage(V):1.53,Charge(%):30.69,MidPoint:50
Voltage(V):1.55,Charge(%):31.09,MidPoint:50
Voltage(V):1.56,Charge(%):31.18,MidPoint:50
Voltage(V):1.56,Charge(%):31.28,MidPoint:50
